	author	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	author_title	asin	isbn10	isbn13
1254	Irving Stone	1971-08-08	22	3	2	THE PASSIONS OF THE MIND	Irving Stone**THE PASSIONS OF THE MIND	 	0451134567	9780451134561
1255	Victoria Holt	1971-08-08	6	4	4	THE SHADOW OF THE LYNX	Victoria Holt**THE SHADOW OF THE LYNX	 	0385054270	9780385054270
1256	William Peter Blatty	1971-08-08	10	1	1	THE EXORCIST	William Peter Blatty**THE EXORCIST	B004V5180G	0061007226	9780061007224
1257	Sylvia Plath	1971-08-08	16	5	6	THE BELL JAR	Sylvia Plath**THE BELL JAR	B0105VDUQ4	0061148512	9780061148514
1258	Susan Howatch	1971-08-08	12	8	7	PENMARRIC	Susan Howatch**PENMARRIC	B009DA5FXU	 	9780449206225
1259	Pierre Salingner	1971-08-08	4	9	8	ON INSTRUCTIONS OF MY GOVERNMENT	Pierre Salingner**ON INSTRUCTIONS OF MY GOVERNMENT			
1260	Joseph Wambaugh	1971-08-08	27	10	9	THE NEW CENTURIONS	Joseph Wambaugh**THE NEW CENTURIONS	B000SIR2W8	0440164176	9780440164173
1261	Thomas Tryon	1971-08-01	9	3	2	THE OTHER	Thomas Tryon**THE OTHER	B007SGV7HY	0440167361	9780440167365
1262	Leon Uris	1971-08-01	37	9	7	QB VII	Leon Uris**QB VII	 	1480430463	9781480430464
1263	James A. Michener	1971-08-01	8	5	6	THE DRIFTERS	James A. Michener**THE DRIFTERS	B00H6JHMHM	0449213536	9780449213537
1264	Irving Stone	1971-08-01	21	2	3	THE PASSIONS OF THE MIND	Irving Stone**THE PASSIONS OF THE MIND	 	0451134567	9780451134561
1265	Victoria Holt	1971-08-01	5	6	4	THE SHADOW OF THE LYNX	Victoria Holt**THE SHADOW OF THE LYNX	 	0385054270	9780385054270
1266	William Peter Blatty	1971-08-01	9	1	1	THE EXORCIST	William Peter Blatty**THE EXORCIST	B004V5180G	0061007226	9780061007224
1267	Sylvia Plath	1971-08-01	15	4	5	THE BELL JAR	Sylvia Plath**THE BELL JAR	B0105VDUQ4	0061148512	9780061148514
1268	Susan Howatch	1971-08-01	11	8	8	PENMARRIC	Susan Howatch**PENMARRIC	B009DA5FXU	 	9780449206225
1269	Pierre Salingner	1971-08-01	3	--	9	ON INSTRUCTIONS OF MY GOVERNMENT	Pierre Salingner**ON INSTRUCTIONS OF MY GOVERNMENT			
1270	Joseph Wambaugh	1971-08-01	26	7	10	THE NEW CENTURIONS	Joseph Wambaugh**THE NEW CENTURIONS	B000SIR2W8	0440164176	9780440164173
1271	Mika Waltari	1950-08-27	53	11	12	THE EGYPTIAN	Mika Waltari**THE EGYPTIAN	 	 	 
1272	Nevil Shute	1950-08-27	11	4	4	THE LEGACY	Nevil Shute**THE LEGACY	B01LEAOOWY	1842323008	9781842323007
1273	Henry Morton Robinson	1950-08-27	23	1	1	THE CARDINAL	Henry Morton Robinson**THE CARDINAL	 	0671814524	9780671814526
1274	Ruth Chatterton	1950-08-27	16	8	9	HOMEWARD BORNE	Ruth Chatterton**HOMEWARD BORNE	 	 	 
1275	Kathleen Winsor	1950-08-27	20	9	13	STAR MONEY	Kathleen Winsor**STAR MONEY	 	0451008685	9780451008688
1276	Alberto Moravia	1950-08-27	5	6	7	TWO ADOLESCENTS	Alberto Moravia**TWO ADOLESCENTS	 	0451013727	9780451013729
1277	Hanama Tasaki	1950-08-27	1	--	14	LONG THE IMPERIAL WAY	Hanama Tasaki**LONG THE IMPERIAL WAY	 	0837130603	9780837130606
1278	John Hersey	1950-08-27	27	5	5	THE WALL	John Hersey**THE WALL	 	0394756967	9780394756967
1279	Robert Henriques	1950-08-27	11	10	11	TOO LITTLE LOVE	Robert Henriques**TOO LITTLE LOVE	 	0670719447	9780670719440
1280	Arthur Gordon	1950-08-27	1	--	16	REPRISAL	Arthur Gordon**REPRISAL	 	 	 
1281	Giovanni Guareschi	1950-08-27	1	--	10	THE LITTLE WORLD OF DON CAMILLO	Giovanni Guareschi**THE LITTLE WORLD OF DON CAMILLO	 	0850467624	9780850467628
1282	Louise A. Stinetorf	1950-08-27	5	7	8	WHITE WITCH DOCTOR	Louise A. Stinetorf**WHITE WITCH DOCTOR	 	0664300340	9780664300340
1283	Robert Penn Warren	1950-08-27	10	2	2	WORLD AND ENOUGH TIME	Robert Penn Warren**WORLD AND ENOUGH TIME	 	0807124788	9780807124789
1284	Gwen Bristow	1950-08-27	29	3	3	JUBILEE TRAIL	Gwen Bristow**JUBILEE TRAIL	B00K04NWL0	1556526016	9781556526015
1285	Frank G. Slaughter	1950-08-27	12	13	15	THE STUBBORN HEART	Frank G. Slaughter**THE STUBBORN HEART	 	0451051955	9780451051950
1286	Frank Yerby	1950-08-27	2	16	6	FLOODTIDE	Frank Yerby**FLOODTIDE	 	0434890154	9780434890156
1287	Leon Uris	1971-03-14	17	1	1	QB VII	Leon Uris**QB VII	 	1480430463	9781480430464
1288	Irwin Shaw	1971-03-14	25	5	6	RICH MAN, POOR MAN	Irwin Shaw**RICH MAN, POOR MAN	B00BBPWBAA	0440174244	9780440174240
1289	Irving Stone	1971-03-14	1	--	7	THE PASSIONS OF THE MIND	Irving Stone**THE PASSIONS OF THE MIND	 	0451134567	9780451134561
1290	Erich Segal	1971-03-14	57	3	4	LOVE STORY	Erich Segal**LOVE STORY	B005UCVVA6	0380017601	9780380017607
1291	Joseph Wambaugh	1971-03-14	6	4	3	THE NEW CENTURIONS	Joseph Wambaugh**THE NEW CENTURIONS	B000SIR2W8	0440164176	9780440164173
1292	Robertson Davies	1971-03-14	1	--	10	FIFTH BUSINESS	Robertson Davies**FIFTH BUSINESS	 	0141181362	9780141181363
1293	Agatha Christie	1971-03-14	17	7	8	PASSENGER TO FRANKFURT	Agatha Christie**PASSENGER TO FRANKFURT	B007Z507ZQ	0007154925	9780007154920
1294	Allen Drury	1971-03-14	4	2	2	THE THRONE OF SATURN	Allen Drury**THE THRONE OF SATURN	 	0718109260	9780718109264
1295	Ernest Hemingway	1971-03-14	24	6	9	ISLANDS IN THE STREAM	Ernest Hemingway**ISLANDS IN THE STREAM	B000FC0QDO	0743253426	9780743253420
1296	Ross Macdonald	1971-03-14	3	8	5	THE UNDERGROUND MAN	Ross Macdonald**THE UNDERGROUND MAN	B004CFAZKY	0679768084	9780679768081
1297	Mika Waltari	1950-08-20	52	11	11	THE EGYPTIAN	Mika Waltari**THE EGYPTIAN	 	 	 
1298	Gwen Bristow	1950-08-20	28	3	3	JUBILEE TRAIL	Gwen Bristow**JUBILEE TRAIL	B00K04NWL0	1556526016	9781556526015
1299	Charmian Clift And George Johnston	1950-08-20	10	--	12	HIGH VALLEY	Charmian Clift And George Johnston**HIGH VALLEY	 	 	 
1300	Henry Morton Robinson	1950-08-20	22	1	1	THE CARDINAL	Henry Morton Robinson**THE CARDINAL	 	0671814524	9780671814526
1301	Helen Huntington Howe	1950-08-20	12	16	14	THE CIRCLE OF THE DAY	Helen Huntington Howe**THE CIRCLE OF THE DAY			
1302	Kathleen Winsor	1950-08-20	19	9	9	STAR MONEY	Kathleen Winsor**STAR MONEY	 	0451008685	9780451008688
1303	Alberto Moravia	1950-08-20	4	8	6	TWO ADOLESCENTS	Alberto Moravia**TWO ADOLESCENTS	 	0451013727	9780451013729
1304	Robert Penn Warren	1950-08-20	9	2	2	WORLD AND ENOUGH TIME	Robert Penn Warren**WORLD AND ENOUGH TIME	 	0807124788	9780807124789
1305	John Hersey	1950-08-20	26	5	5	THE WALL	John Hersey**THE WALL	 	0394756967	9780394756967
1306	Robert Henriques	1950-08-20	10	10	10	TOO LITTLE LOVE	Robert Henriques**TOO LITTLE LOVE	 	0670719447	9780670719440
1307	Frank G. Slaughter	1950-08-20	11	15	13	THE STUBBORN HEART	Frank G. Slaughter**THE STUBBORN HEART	 	0451051955	9780451051950
1308	Louise A. Stinetorf	1950-08-20	4	6	7	WHITE WITCH DOCTOR	Louise A. Stinetorf**WHITE WITCH DOCTOR	 	0664300340	9780664300340
1309	Frank Yerby	1950-08-20	1	--	16	FLOODTIDE	Frank Yerby**FLOODTIDE	 	0434890154	9780434890156
1310	Ruth Chatterton	1950-08-20	15	7	8	HOMEWARD BORNE	Ruth Chatterton**HOMEWARD BORNE	 	 	 
1311	Aubrey Menen	1950-08-20	1	--	15	THE BACKWARD BRIDE	Aubrey Menen**THE BACKWARD BRIDE			
1312	Nevil Shute	1950-08-20	10	4	4	THE LEGACY	Nevil Shute**THE LEGACY	B01LEAOOWY	1842323008	9781842323007
1313	Thomas B. Costain	1952-12-21	23	2	1	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
1314	Edna Ferber	1952-12-21	13	3	4	GIANT	Edna Ferber**GIANT	B00D185Z1C	0060956704	9780060956707
1315	H.F.M. Prescott	1952-12-21	9	14	12	THE MAN ON A DONKEY	H.F.M. Prescott**THE MAN ON A DONKEY	 	0020238304	9780020238300
1316	Ernest Hemingway	1952-12-21	17	7	7	THE OLD MAN AND THE SEA	Ernest Hemingway**THE OLD MAN AND THE SEA	B000FC0SH8	0684830493	9780684830490
1317	Herman Wouk	1952-12-21	90	 5	5	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
1318	Tom Lea	1952-12-21	6	6	6	THE WONDERFUL COUNTRY	Tom Lea**THE WONDERFUL COUNTRY	 	0890961859	9780890961858
1319	John Steinbeck	1952-12-21	14	1	2	EAST OF EDEN	John Steinbeck**EAST OF EDEN	B001BC5HXG	0142000655	9780142000656
1320	Agnes Sligh Turnbull	1952-12-21	36	--	15	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
1321	William Donohue Ellis	1952-12-21	2	13	13	THE BOUNTY LANDS	William Donohue Ellis**THE BOUNTY LANDS	 	 	 
1322	Cameron Hawley	1952-12-21	1	--	11	EXECUTIVE SUITE	Cameron Hawley**EXECUTIVE SUITE	B016XE7FCW	0892440201	9780892440207
1323	Madison Cooper	1952-12-21	7	8	9	SIRONIA, TEXAS	Madison Cooper**SIRONIA, TEXAS	 	 	 
1324	Howard Spring	1952-12-21	34	11	16	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
1325	Inglis Clark Fletcher	1952-12-21	9	10	10	QUEEN'S GIFT	Inglis Clark Fletcher**QUEEN'S GIFT			
1326	Giovanni Guareschi	1952-12-21	19	9	8	DON CAMILLO AND HIS FLOCK	Giovanni Guareschi**DON CAMILLO AND HIS FLOCK			
1327	Frances Parkinson Keyes	1952-12-21	6	4	3	STEAMBOAT GOTHIC	Frances Parkinson Keyes**STEAMBOAT GOTHIC	 	9997403479	9789997403476
1328	Evelyn Waugh	1952-12-21	10	12	14	MEN AT ARMS	Evelyn Waugh**MEN AT ARMS	 	0141185732	9780141185736
1329	Howard Spring	1952-12-28	35	16	14	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
1330	Thomas B. Costain	1952-12-28	24	1	2	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
1331	Edna Ferber	1952-12-28	14	4	3	GIANT	Edna Ferber**GIANT	B00D185Z1C	0060956704	9780060956707
1332	H.F.M. Prescott	1952-12-28	10	12	11	THE MAN ON A DONKEY	H.F.M. Prescott**THE MAN ON A DONKEY	 	0020238304	9780020238300
1333	Ernest Hemingway	1952-12-28	18	7	7	THE OLD MAN AND THE SEA	Ernest Hemingway**THE OLD MAN AND THE SEA	B000FC0SH8	0684830493	9780684830490
1334	Herman Wouk	1952-12-28	91	 5	5	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
1335	John Steinbeck	1952-12-28	15	2	1	EAST OF EDEN	John Steinbeck**EAST OF EDEN	B001BC5HXG	0142000655	9780142000656
1336	Tom Lea	1952-12-28	7	6	6	THE WONDERFUL COUNTRY	Tom Lea**THE WONDERFUL COUNTRY	 	0890961859	9780890961858
1337	Agnes Sligh Turnbull	1952-12-28	37	15	16	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
1338	William Donohue Ellis	1952-12-28	3	13	15	THE BOUNTY LANDS	William Donohue Ellis**THE BOUNTY LANDS	 	 	 
1339	Cameron Hawley	1952-12-28	2	11	13	EXECUTIVE SUITE	Cameron Hawley**EXECUTIVE SUITE	B016XE7FCW	0892440201	9780892440207
1340	Madison Cooper	1952-12-28	8	9	8	SIRONIA, TEXAS	Madison Cooper**SIRONIA, TEXAS	 	 	 
1341	Robert Carson	1952-12-28	2	--	12	THE MAGIC LANTERN	Robert Carson**THE MAGIC LANTERN	 	 	 
1342	Inglis Clark Fletcher	1952-12-28	10	10	10	QUEEN'S GIFT	Inglis Clark Fletcher**QUEEN'S GIFT			
1343	Giovanni Guareschi	1952-12-28	20	8	9	DON CAMILLO AND HIS FLOCK	Giovanni Guareschi**DON CAMILLO AND HIS FLOCK			
1344	Frances Parkinson Keyes	1952-12-28	7	3	4	STEAMBOAT GOTHIC	Frances Parkinson Keyes**STEAMBOAT GOTHIC	 	9997403479	9789997403476
1345	Sheila Burnford	1961-04-30	2	13	14	THE INCREDIBLE JOURNEY	Sheila Burnford**THE INCREDIBLE JOURNEY	B004G5ZYGA	0440226708	9780440226703
1346	A.A. Milnei	1961-04-30	12	10	8	WINNIE ILLE PU	A.A. Milnei**WINNIE ILLE PU			
1347	F. Van Wyck Mason	1961-04-30	8	12	12	MANILA GALLEON	F. Van Wyck Mason**MANILA GALLEON	 	 	 
1348	Graham Greene	1961-04-30	12	3	3	A BURNT-OUT CASE	Graham Greene**A BURNT-OUT CASE	 	0099478439	9780099478430
1349	Allen Drury	1961-04-30	92	 8	10	ADVISE AND CONSENT	Allen Drury**ADVISE AND CONSENT	B00HRHE2FS	0380010070	9780380010073
1350	Irving Stone	1961-04-30	7	1	1	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
1351	Erich Maria Remarque	1961-04-30	2	--	15	HEAVEN HAS NO FAVORITES	Erich Maria Remarque**HEAVEN HAS NO FAVORITES	B00FO60F6O	0449912493	9780449912492
1352	Noel Coward	1961-04-30	24	14	13	POMP AND CIRCUMSTANCE	Noel Coward**POMP AND CIRCUMSTANCE	 	0413563707	9780413563705
1353	John Dos Passos	1961-04-30	9	6	6	MIDCENTURY	John Dos Passos**MIDCENTURY	 	 	 
1354	James Michener	1961-04-30	78	 5	4	HAWAII	James Michener**HAWAII	 	0375760377	9780375760372
1355	Andre Schwarz-Bart	1961-04-30	26	2	2	THE LAST OF THE JUST	Andre Schwarz-Bart**THE LAST OF THE JUST	B013JQM7E8	1585670162	9781585670161
1356	William Maxwell	1961-04-30	5	11	11	THE CHATEAU	William Maxwell**THE CHATEAU	B006ZD64J2	1860468144	9781860468148
1357	Nancy Mitford	1961-04-30	5	9	9	DON'T TELL ALFRED	Nancy Mitford**DON'T TELL ALFRED	B003F3PMLQ	0881845973	9780881845976
1358	Harper Lee	1961-04-30	41	4	5	TO KILL A MOCKINGBIRD	Harper Lee**TO KILL A MOCKINGBIRD	B00K0OI42W	0061120081	9780061120084
1359	Rumer Godden	1961-04-30	8	7	7	CHINA COURT	Rumer Godden**CHINA COURT	 	0688117228	9780688117221
1360	Margery Sharp	1961-04-30	3	--	16	SOMETHING LIGHT	Margery Sharp**SOMETHING LIGHT	 	 	 
1361	Richard Powell	1957-06-16	24	10	14	THE PHILADELPHIAN	Richard Powell**THE PHILADELPHIAN	B005OC4GKO	0937548642	9780937548646
1362	Richard Bissell	1957-06-16	12	11	12	SAY, DARLING	Richard Bissell**SAY, DARLING	 	 	 
1363	John Masters	1957-06-16	7	9	10	FAR, FAR THE MOUNTAIN PEAK	John Masters**FAR, FAR THE MOUNTAIN PEAK	B00NWC1RRI	0718101324	9780718101329
1364	John Steinbeck	1957-06-16	9	7	7	THE SHORT REIGN OF PIPPIN IV	John Steinbeck**THE SHORT REIGN OF PIPPIN IV	B001NJA92G	0141186054	9780141186054
1365	Daphne du Maurier	1957-06-16	18	1	2	THE SCAPEGOAT	Daphne du Maurier**THE SCAPEGOAT	B00GR5MZFK	0316252980	9780316252980
1366	Grace Metalious	1957-06-16	40	2	1	PEYTON PLACE	Grace Metalious**PEYTON PLACE	B004P1JFIS	1555534007	9781555534004
1367	Gerald Green	1957-06-16	19	5	4	THE LAST ANGRY MAN	Gerald Green**THE LAST ANGRY MAN	B003XREM1K	0425049930	9780425049938
1368	C.Y. Lee	1957-06-16	1	--	16	THE FLOWER DRUM SONG	C.Y. Lee**THE FLOWER DRUM SONG	B00U5L7TOE	0142002186	9780142002186
1369	William Faulkner	1957-06-16	7	8	8	THE TOWN	William Faulkner**THE TOWN	B004JHYSIA	0394701844	9780394701844
1370	Edward Gilbert	1957-06-16	6	6	6	SILVER SPOON	Edward Gilbert**SILVER SPOON			
1371	John Cheever	1957-06-16	12	12	13	THE WAPSHOT CHRONICLE	John Cheever**THE WAPSHOT CHRONICLE	 	0060528877	9780060528874
1372	Rose Macaulay	1957-06-16	8	--	15	THE TOWERS OF TREBIZOND	Rose Macaulay**THE TOWERS OF TREBIZOND	 	159017058X	9781590170588
1373	Conrad Richter	1957-06-16	3	13	9	THE LADY	Conrad Richter**THE LADY	 	0803289189	9780803289185
1374	James Thurber	1957-06-16	3	14	11	THE WONDERFUL O.	James Thurber**THE WONDERFUL O.	 	0440405793	9780440405795
1375	Meyer Levin	1957-06-16	33	3	3	COMPULSION	Meyer Levin**COMPULSION	B00P9SRNSA	1941493025	9781941493021
1376	Frances Parkinson Keyes	1957-06-16	22	4	5	BLUE CAMELLIA	Frances Parkinson Keyes**BLUE CAMELLIA	 	067178756X	9780671787561
1377	John Godey	1973-03-18	3	6	4	THE TAKING OF PELHAM ONE TWO THREE	John Godey**THE TAKING OF PELHAM ONE TWO THREE	B00ECDCW0M	 	 
1378	Robert Crichton	1973-03-18	19	7	9	THE CAMERONS	Robert Crichton**THE CAMERONS	B00EGJ33BO	0394465822	9780394465821
1379	Mary Renault	1973-03-18	19	8	8	THE PERSIAN BOY	Mary Renault**THE PERSIAN BOY	B00DCGJ6WW	0394751019	9780394751016
1380	Frederick Forsyth	1973-03-18	22	1	1	THE ODESSA FILE	Frederick Forsyth**THE ODESSA FILE	 	0553271989	9780553271980
1381	Anya Seton	1973-03-18	15	3	3	GREEN DARKNESS	Anya Seton**GREEN DARKNESS	B009YA4990	1556525761	9781556525766
1382	Richard Bach	1973-03-18	48	2	2	JONATHAN LIVINGSTON SEAGULL	Richard Bach**JONATHAN LIVINGSTON SEAGULL	B000SEH506	0743278909	9780743278904
1383	Aleksandr Solzhenitsyn	1973-03-18	28	9	6	AUGUST 1914	Aleksandr Solzhenitsyn**AUGUST 1914	 	0374519994	9780374519995
1384	John Gardner	1973-03-18	8	5	7	THE SUNLIGHT DIALOGUES	John Gardner**THE SUNLIGHT DIALOGUES	 	0811216705	9780811216708
1385	Dan Jenkins	1973-03-18	25	4	5	SEMI-TOUGH	Dan Jenkins**SEMI-TOUGH	B00V3WCCQO	1560258594	9781560258599
1386	Phyllis A. Whitney	1973-03-18	2	--	10	SNOWFIRE	Phyllis A. Whitney**SNOWFIRE	 	0449214486	9780449214480
1387	Phyllis Whitney	1966-06-05	6	8	10	COLUMBELLA	Phyllis Whitney**COLUMBELLA	 	0449202208	9780449202203
